Cargo,Personal Planta Contrato Plazo Fijo,Personal Planta Contrato Plazo Indefinido,Mes,Año,Empresa
Jefe de Adquisición,0,1,5,2021,Manuelita
Prevención de Riesgo,1,0,5,2021,Manuelita
Control de Gestión,0,0,5,2021,Manuelita
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,5,2021,Manuelita
Operarios directos (producción),5,156,1,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",1,31,1,2021,Manuelita
Jefes de Turno,0,3,1,2021,Manuelita
Supervisores Producción,0,7,1,2021,Manuelita
Supervisores Calidad,0,2,1,2021,Manuelita
Monitores Calidad,0,18,1,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,14,1,2021,Manuelita
Tesorero,0,1,1,2021,Manuelita
Asistente Contabilidad,0,2,1,2021,Manuelita
Jefe RRHH,0,1,1,2021,Manuelita
Jefe de Adquisición,0,1,1,2021,Manuelita
Prevención de Riesgo,0,1,1,2021,Manuelita
Control de Gestión,0,0,1,2021,Manuelita
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,1,2021,Manuelita
Operarios directos (producción),13,151,8,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",3,44,8,2021,Manuelita
Jefes de Turno,0,3,8,2021,Manuelita
Supervisores Producción,2,7,8,2021,Manuelita
Supervisores Calidad,0,2,8,2021,Manuelita
Monitores Calidad,6,14,8,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,13,8,2021,Manuelita
Tesorero,0,1,8,2021,Manuelita
Asistente Contabilidad,0,2,8,2021,Manuelita
Jefe RRHH,0,1,8,2021,Manuelita
Jefe de Adquisición,0,1,8,2021,Manuelita
Prevención de Riesgo,0,1,8,2021,Manuelita
Control de Gestión,0,0,8,2021,Manuelita
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,8,2021,Manuelita
Operarios directos (producción),16,141,2,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",11,52,2,2021,Manuelita
Jefes de Turno,0,3,2,2021,Manuelita
Supervisores Producción,0,7,2,2021,Manuelita
Supervisores Calidad,0,2,2,2021,Manuelita
Monitores Calidad,2,17,2,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,15,2,2021,Manuelita
Tesorero,0,1,2,2021,Manuelita
Asistente Contabilidad,0,2,2,2021,Manuelita
Jefe RRHH,0,1,2,2021,Manuelita
Jefe de Adquisición,0,1,2,2021,Manuelita
Prevención de Riesgo,0,1,2,2021,Manuelita
Control de Gestión,0,0,2,2021,Manuelita
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2,2021,Manuelita
Operarios directos (producción),50,159,3,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",8,62,3,2021,Manuelita
Jefes de Turno,0,3,3,2021,Manuelita
Supervisores Producción,2,7,3,2021,Manuelita
Supervisores Calidad,0,2,3,2021,Manuelita
Monitores Calidad,4,16,3,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,18,3,2021,Manuelita
Tesorero,0,1,3,2021,Manuelita
Asistente Contabilidad,0,2,3,2021,Manuelita
Jefe RRHH,0,1,3,2021,Manuelita
Jefe de Adquisición,0,1,3,2021,Manuelita
Prevención de Riesgo,1,0,3,2021,Manuelita
Control de Gestión,0,0,3,2021,Manuelita
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,3,2021,Manuelita
Operarios directos (producción),158,18,2021,Sudmaris,1
"Operarios Indirectos (Frigorífico, Aseo, etc)",33,4,2021,Sudmaris,1
Jefes de Turno,0,2,2021,Sudmaris,1
Supervisores Producción,5,6,2021,Sudmaris,1
Supervisores Calidad,0,2,2021,Sudmaris,1
Monitores Calidad,9,4,2021,Sudmaris,1
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,1
Tesorero,1,1,2021,Sudmaris,1
Asistente Contabilidad,0,2,2021,Sudmaris,1
Jefe RRHH,0,1,2021,Sudmaris,1
Jefe de Adquisición,0,1,2021,Sudmaris,1
Prevención de Riesgo,1,2,2021,Sudmaris,1
Control de Gestión,0,2,2021,Sudmaris,1
Otro cargo que su trabajo esté asociado directamente con Planta,1,25,2021,Sudmaris,1
Operarios directos (producción),161,17,2021,Sudmaris,2
"Operarios Indirectos (Frigorífico, Aseo, etc)",31,4,2021,Sudmaris,2
Jefes de Turno,0,2,2021,Sudmaris,2
Supervisores Producción,6,4,2021,Sudmaris,2
Supervisores Calidad,0,2,2021,Sudmaris,2
Monitores Calidad,9,4,2021,Sudmaris,2
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,2
Tesorero,1,1,2021,Sudmaris,2
Asistente Contabilidad,0,2,2021,Sudmaris,2
Jefe RRHH,0,1,2021,Sudmaris,2
Jefe de Adquisición,0,1,2021,Sudmaris,2
Prevención de Riesgo,1,2,2021,Sudmaris,2
Control de Gestión,0,2,2021,Sudmaris,2
Otro cargo que su trabajo esté asociado directamente con Planta,3,23,2021,Sudmaris,2
Operarios directos (producción),0,0,2021,Sudmaris,2
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,2
Jefes de Turno,0,0,2021,Sudmaris,2
Supervisores Producción,0,0,2021,Sudmaris,2
Supervisores Calidad,0,0,2021,Sudmaris,2
Monitores Calidad,0,0,2021,Sudmaris,2
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,2
Tesorero,0,0,2021,Sudmaris,2
Asistente Contabilidad,0,0,2021,Sudmaris,2
Jefe RRHH,0,0,2021,Sudmaris,2
Jefe de Adquisición,0,0,2021,Sudmaris,2
Prevención de Riesgo,0,0,2021,Sudmaris,2
Control de Gestión,0,0,2021,Sudmaris,2
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,2
Operarios directos (producción),158,16,2021,Sudmaris,3
"Operarios Indirectos (Frigorífico, Aseo, etc)",33,4,2021,Sudmaris,3
Jefes de Turno,0,2,2021,Sudmaris,3
Supervisores Producción,4,6,2021,Sudmaris,3
Supervisores Calidad,0,2,2021,Sudmaris,3
Monitores Calidad,4,9,2021,Sudmaris,3
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,3
Tesorero,0,2,2021,Sudmaris,3
Asistente Contabilidad,0,2,2021,Sudmaris,3
Jefe RRHH,0,1,2021,Sudmaris,3
Jefe de Adquisición,0,1,2021,Sudmaris,3
Prevención de Riesgo,1,2,2021,Sudmaris,3
Control de Gestión,0,2,2021,Sudmaris,3
Otro cargo que su trabajo esté asociado directamente con Planta,4,29,2021,Sudmaris,3
Operarios directos (producción),0,0,2021,Sudmaris,3
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,3
Jefes de Turno,0,0,2021,Sudmaris,3
Supervisores Producción,0,0,2021,Sudmaris,3
Supervisores Calidad,0,0,2021,Sudmaris,3
Monitores Calidad,0,0,2021,Sudmaris,3
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,3
Tesorero,0,0,2021,Sudmaris,3
Asistente Contabilidad,0,0,2021,Sudmaris,3
Jefe RRHH,0,0,2021,Sudmaris,3
Jefe de Adquisición,0,0,2021,Sudmaris,3
Prevención de Riesgo,0,0,2021,Sudmaris,3
Control de Gestión,0,0,2021,Sudmaris,3
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,3
Operarios directos (producción),161,14,2021,Sudmaris,4
"Operarios Indirectos (Frigorífico, Aseo, etc)",33,4,2021,Sudmaris,4
Jefes de Turno,0,2,2021,Sudmaris,4
Supervisores Producción,4,6,2021,Sudmaris,4
Supervisores Calidad,0,2,2021,Sudmaris,4
Monitores Calidad,10,4,2021,Sudmaris,4
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,4
Tesorero,1,1,2021,Sudmaris,4
Asistente Contabilidad,0,2,2021,Sudmaris,4
Jefe RRHH,0,1,2021,Sudmaris,4
Jefe de Adquisición,0,1,2021,Sudmaris,4
Prevención de Riesgo,1,2,2021,Sudmaris,4
Control de Gestión,0,2,2021,Sudmaris,4
Otro cargo que su trabajo esté asociado directamente con Planta,5,23,2021,Sudmaris,4
Operarios directos (producción),0,0,2021,Sudmaris,4
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,4
Jefes de Turno,0,0,2021,Sudmaris,4
Supervisores Producción,0,0,2021,Sudmaris,4
Supervisores Calidad,0,0,2021,Sudmaris,4
Monitores Calidad,0,0,2021,Sudmaris,4
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,4
Tesorero,0,0,2021,Sudmaris,4
Asistente Contabilidad,0,0,2021,Sudmaris,4
Jefe RRHH,0,0,2021,Sudmaris,4
Jefe de Adquisición,0,0,2021,Sudmaris,4
Prevención de Riesgo,0,0,2021,Sudmaris,4
Control de Gestión,0,0,2021,Sudmaris,4
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,4
Operarios directos (producción),150,14,2021,Sudmaris,5
"Operarios Indirectos (Frigorífico, Aseo, etc)",29,4,2021,Sudmaris,5
Jefes de Turno,0,2,2021,Sudmaris,5
Supervisores Producción,4,6,2021,Sudmaris,5
Supervisores Calidad,0,2,2021,Sudmaris,5
Monitores Calidad,10,4,2021,Sudmaris,5
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,5
Tesorero,1,1,2021,Sudmaris,5
Asistente Contabilidad,0,2,2021,Sudmaris,5
Jefe RRHH,0,1,2021,Sudmaris,5
Jefe de Adquisición,0,1,2021,Sudmaris,5
Prevención de Riesgo,1,2,2021,Sudmaris,5
Control de Gestión,0,2,2021,Sudmaris,5
Otro cargo que su trabajo esté asociado directamente con Planta,3,28,2021,Sudmaris,5
Operarios directos (producción),0,0,2021,Sudmaris,5
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,5
Jefes de Turno,0,0,2021,Sudmaris,5
Supervisores Producción,0,0,2021,Sudmaris,5
Supervisores Calidad,0,0,2021,Sudmaris,5
Monitores Calidad,0,0,2021,Sudmaris,5
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,5
Tesorero,0,0,2021,Sudmaris,5
Asistente Contabilidad,0,0,2021,Sudmaris,5
Jefe RRHH,0,0,2021,Sudmaris,5
Jefe de Adquisición,0,0,2021,Sudmaris,5
Prevención de Riesgo,0,0,2021,Sudmaris,5
Control de Gestión,0,0,2021,Sudmaris,5
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,5
Operarios directos (producción),136,13,2021,Sudmaris,6
"Operarios Indirectos (Frigorífico, Aseo, etc)",29,4,2021,Sudmaris,6
Jefes de Turno,0,2,2021,Sudmaris,6
Supervisores Producción,4,6,2021,Sudmaris,6
Supervisores Calidad,0,2,2021,Sudmaris,6
Monitores Calidad,8,4,2021,Sudmaris,6
Operadores Mantención y Administración Directo Planta (Contador,0,12,2021,Sudmaris,6
Tesorero,0,2,2021,Sudmaris,6
Asistente Contabilidad,0,2,2021,Sudmaris,6
Jefe RRHH,0,1,2021,Sudmaris,6
Jefe de Adquisición,0,1,2021,Sudmaris,6
Prevención de Riesgo,1,2,2021,Sudmaris,6
Control de Gestión,0,2,2021,Sudmaris,6
Otro cargo que su trabajo esté asociado directamente con Planta,2,26,2021,Sudmaris,6
Operarios directos (producción),0,0,2021,Sudmaris,6
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,6
Jefes de Turno,0,0,2021,Sudmaris,6
Supervisores Producción,0,0,2021,Sudmaris,6
Supervisores Calidad,0,0,2021,Sudmaris,6
Monitores Calidad,0,0,2021,Sudmaris,6
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,6
Tesorero,0,0,2021,Sudmaris,6
Asistente Contabilidad,0,0,2021,Sudmaris,6
Jefe RRHH,0,0,2021,Sudmaris,6
Jefe de Adquisición,0,0,2021,Sudmaris,6
Prevención de Riesgo,0,0,2021,Sudmaris,6
Control de Gestión,0,0,2021,Sudmaris,6
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,6
Operarios directos (producción),129,15,2021,Sudmaris,7
"Operarios Indirectos (Frigorífico, Aseo, etc)",29,4,2021,Sudmaris,7
Jefes de Turno,0,2,2021,Sudmaris,7
Supervisores Producción,4,6,2021,Sudmaris,7
Supervisores Calidad,0,2,2021,Sudmaris,7
Monitores Calidad,8,4,2021,Sudmaris,7
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,7
Tesorero,0,2,2021,Sudmaris,7
Asistente Contabilidad,0,1,2021,Sudmaris,7
Jefe RRHH,0,1,2021,Sudmaris,7
Jefe de Adquisición,0,1,2021,Sudmaris,7
Prevención de Riesgo,1,2,2021,Sudmaris,7
Control de Gestión,0,2,2021,Sudmaris,7
Otro cargo que su trabajo esté asociado directamente con Planta,2,30,2021,Sudmaris,7
Operarios directos (producción),0,0,2021,Sudmaris,7
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,7
Jefes de Turno,0,0,2021,Sudmaris,7
Supervisores Producción,0,0,2021,Sudmaris,7
Supervisores Calidad,0,0,2021,Sudmaris,7
Monitores Calidad,0,0,2021,Sudmaris,7
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,7
Tesorero,0,0,2021,Sudmaris,7
Asistente Contabilidad,0,0,2021,Sudmaris,7
Jefe RRHH,0,0,2021,Sudmaris,7
Jefe de Adquisición,0,0,2021,Sudmaris,7
Prevención de Riesgo,0,0,2021,Sudmaris,7
Control de Gestión,0,0,2021,Sudmaris,7
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,7
Operarios directos (producción),120,15,2021,Sudmaris,8
"Operarios Indirectos (Frigorífico, Aseo, etc)",27,4,2021,Sudmaris,8
Jefes de Turno,0,2,2021,Sudmaris,8
Supervisores Producción,4,6,2021,Sudmaris,8
Supervisores Calidad,0,2,2021,Sudmaris,8
Monitores Calidad,8,4,2021,Sudmaris,8
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,8
Tesorero,0,1,2021,Sudmaris,8
Asistente Contabilidad,0,2,2021,Sudmaris,8
Jefe RRHH,0,1,2021,Sudmaris,8
Jefe de Adquisición,0,1,2021,Sudmaris,8
Prevención de Riesgo,1,2,2021,Sudmaris,8
Control de Gestión,0,2,2021,Sudmaris,8
Otro cargo que su trabajo esté asociado directamente con Planta,3,28,2021,Sudmaris,8
Operarios directos (producción),0,0,2021,Sudmaris,8
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,8
Jefes de Turno,0,0,2021,Sudmaris,8
Supervisores Producción,0,0,2021,Sudmaris,8
Supervisores Calidad,0,0,2021,Sudmaris,8
Monitores Calidad,0,0,2021,Sudmaris,8
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,8
Tesorero,0,0,2021,Sudmaris,8
Asistente Contabilidad,0,0,2021,Sudmaris,8
Jefe RRHH,0,0,2021,Sudmaris,8
Jefe de Adquisición,0,0,2021,Sudmaris,8
Prevención de Riesgo,0,0,2021,Sudmaris,8
Control de Gestión,0,0,2021,Sudmaris,8
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,8
Operarios directos (producción),59,17,2021,Sudmaris,9
"Operarios Indirectos (Frigorífico, Aseo, etc)",20,4,2021,Sudmaris,9
Jefes de Turno,0,2,2021,Sudmaris,9
Supervisores Producción,1,6,2021,Sudmaris,9
Supervisores Calidad,0,2,2021,Sudmaris,9
Monitores Calidad,0,7,2021,Sudmaris,9
Operadores Mantención y Administración Directo Planta (Contador,0,13,2021,Sudmaris,9
Tesorero,0,1,2021,Sudmaris,9
Asistente Contabilidad,0,2,2021,Sudmaris,9
Jefe RRHH,0,1,2021,Sudmaris,9
Jefe de Adquisición,0,1,2021,Sudmaris,9
Prevención de Riesgo,1,2,2021,Sudmaris,9
Control de Gestión,0,2,2021,Sudmaris,9
Otro cargo que su trabajo esté asociado directamente con Planta,2,30,2021,Sudmaris,9
Operarios directos (producción),0,0,2021,Sudmaris,9
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,9
Jefes de Turno,0,0,2021,Sudmaris,9
Supervisores Producción,0,0,2021,Sudmaris,9
Supervisores Calidad,0,0,2021,Sudmaris,9
Monitores Calidad,0,0,2021,Sudmaris,9
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,9
Tesorero,0,0,2021,Sudmaris,9
Asistente Contabilidad,0,0,2021,Sudmaris,9
Jefe RRHH,0,0,2021,Sudmaris,9
Jefe de Adquisición,0,0,2021,Sudmaris,9
Prevención de Riesgo,0,0,2021,Sudmaris,9
Control de Gestión,0,0,2021,Sudmaris,9
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,9
Operarios directos (producción),0,0,2021,Sudmaris,10
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,10
Jefes de Turno,0,0,2021,Sudmaris,10
Supervisores Producción,0,0,2021,Sudmaris,10
Supervisores Calidad,0,0,2021,Sudmaris,10
Monitores Calidad,0,0,2021,Sudmaris,10
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,10
Tesorero,0,0,2021,Sudmaris,10
Asistente Contabilidad,0,0,2021,Sudmaris,10
Jefe RRHH,0,0,2021,Sudmaris,10
Jefe de Adquisición,0,0,2021,Sudmaris,10
Prevención de Riesgo,0,0,2021,Sudmaris,10
Control de Gestión,0,0,2021,Sudmaris,10
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,10
Operarios directos (producción),0,0,2021,Sudmaris,11
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,11
Jefes de Turno,0,0,2021,Sudmaris,11
Supervisores Producción,0,0,2021,Sudmaris,11
Supervisores Calidad,0,0,2021,Sudmaris,11
Monitores Calidad,0,0,2021,Sudmaris,11
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,11
Tesorero,0,0,2021,Sudmaris,11
Asistente Contabilidad,0,0,2021,Sudmaris,11
Jefe RRHH,0,0,2021,Sudmaris,11
Jefe de Adquisición,0,0,2021,Sudmaris,11
Prevención de Riesgo,0,0,2021,Sudmaris,11
Control de Gestión,0,0,2021,Sudmaris,11
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,11
Operarios directos (producción),0,0,2021,Sudmaris,12
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0,2021,Sudmaris,12
Jefes de Turno,0,0,2021,Sudmaris,12
Supervisores Producción,0,0,2021,Sudmaris,12
Supervisores Calidad,0,0,2021,Sudmaris,12
Monitores Calidad,0,0,2021,Sudmaris,12
Operadores Mantención y Administración Directo Planta (Contador,0,0,2021,Sudmaris,12
Tesorero,0,0,2021,Sudmaris,12
Asistente Contabilidad,0,0,2021,Sudmaris,12
Jefe RRHH,0,0,2021,Sudmaris,12
Jefe de Adquisición,0,0,2021,Sudmaris,12
Prevención de Riesgo,0,0,2021,Sudmaris,12
Control de Gestión,0,0,2021,Sudmaris,12
Otro cargo que su trabajo esté asociado directamente con Planta,0,0,2021,Sudmaris,12
Operadores Mantención y Administración Directo Planta (Contador,4,21.83,9,2021,Manuelita
Monitores Calidad,0,15.7,9,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",3,4,9,2021,Manuelita
Supervisores Producción,0,25.5,9,2021,Manuelita
Operarios directos (producción),0,48.33,9,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,18,6,2021,Manuelita
Monitores Calidad,1,16.63,6,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,12.5,6,2021,Manuelita
Supervisores Producción,2,30,6,2021,Manuelita
Operarios directos (producción),136,63.400000000000006,6,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,17.37,5,2021,Manuelita
Monitores Calidad,1,17.49,5,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,13.1,5,2021,Manuelita
Supervisores Producción,2,30.439999999999998,5,2021,Manuelita
Operarios directos (producción),88,135.8,5,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,16.3333,1,2021,Manuelita
Monitores Calidad,1,18,1,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,10.399999999999999,1,2021,Manuelita
Supervisores Producción,2,31.659999999999997,1,2021,Manuelita
Operarios directos (producción),88,123.6,1,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,4,17.13,8,2021,Manuelita
Monitores Calidad,2,15.939999999999998,8,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,12.1,8,2021,Manuelita
Supervisores Producción,2,31.4,8,2021,Manuelita
Operarios directos (producción),136,31.5,8,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,16.5333,2,2021,Manuelita
Monitores Calidad,1,14.4,2,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,11.9,2,2021,Manuelita
Supervisores Producción,2,31.659999999999997,2,2021,Manuelita
Operarios directos (producción),88,120.60000000000002,2,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,17.599999999999998,7,2021,Manuelita
Monitores Calidad,1,16.63,7,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,11.8,7,2021,Manuelita
Supervisores Producción,2,32.199999999999996,7,2021,Manuelita
Operarios directos (producción),136,50.599999999999994,7,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,16.2333,3,2021,Manuelita
Monitores Calidad,1,16.7,3,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,13.5,3,2021,Manuelita
Supervisores Producción,2,32.5,3,2021,Manuelita
Operarios directos (producción),88,124.39999999999998,3,2021,Manuelita
Operadores Mantención y Administración Directo Planta (Contador,1,15.8,4,2021,Manuelita
Monitores Calidad,1,16.5,4,2021,Manuelita
"Operarios Indirectos (Frigorífico, Aseo, etc)",2,13.5,4,2021,Manuelita
Supervisores Producción,2,32.9,4,2021,Manuelita
Operarios directos (producción),88,147.29999999999998,4,2021,Manuelita
