Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Carne,100-200 UNI/KG,73110,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Carne,200-300 UNI/KG,146900,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Carne,300-500 UNI/KG,73110,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Carne,INDUSTRIAL,52638,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Entero,NATURAL,65110,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Entero,CON SALSA,235770,Kilos,Kg netos del producto empacados en el mes*,11,2020,Blue Shell
Rendimiento Olla mmpp Propia,0,0.298,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Blue Shell
Rendimiento Olla mmpp Terceros,0,0.244,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Blue Shell
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,100-200 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,200-300 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,300-500 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,INDUSTRIAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Blue Shell
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Blue Shell
Carne,100-200 UNI/KG,190980,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,200-300 UNI/KG,298610,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,300-500 UNI/KG,94070,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,500-1000 UNI/KG,1180,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Carne,INDUSTRIAL,97323,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Entero,NATURAL,35295,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Entero,CON SALSA,485645,Kilos,Kg netos del producto empacados en el mes*,12,2020,Blue Shell
Rendimiento Olla mmpp Propia,0,0.277,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Blue Shell
Rendimiento Olla mmpp Terceros,0,0.254,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Blue Shell
Carne,50-100 UNI/KG,90,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Carne,100-200 UNI/KG,137110,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Carne,200-300 UNI/KG,354880,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Carne,300-500 UNI/KG,76150,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Carne,500-1000 UNI/KG,13320,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Carne,INDUSTRIAL,42920,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Media Concha,40-60 UNI/KG,2484,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Media Concha,60-80 UNI/KG,29727,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Media Concha,80-100 UNI/KG,1503,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Media Concha,100 UP UNI/KG,27,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Entero,NATURAL ,269445,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Entero,CON SALSA ,43128,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Entero,NATURAL 500 g,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Entero,CON SALSA 500 g,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.276,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.251,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,Data Mussel
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Carne,100-200 UNI/KG,307720,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Carne,200-300 UNI/KG,360000,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Carne,300-500 UNI/KG,52200,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Carne,500-1000 UNI/KG,5970,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Carne,INDUSTRIAL,33040,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Media Concha,40-60 UNI/KG,2835,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Media Concha,60-80 UNI/KG,45360,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Media Concha,80-100 UNI/KG,3852,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Entero,NATURAL 1 kg,102540,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Entero,CON SALSA 1 kg,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Entero,NATURAL 500 g,181235,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Entero,CON SALSA 500 g,24580,Kilos,Kg netos del producto empacados en el mes*,2,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.312,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.26,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,Data Mussel
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Carne,100-200 UNI/KG,315590,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Carne,200-300 UNI/KG,561650,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Carne,300-500 UNI/KG,97190,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Carne,500-1000 UNI/KG,17650,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Carne,INDUSTRIAL,46960,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Media Concha,40-60 UNI/KG,477,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Media Concha,60-80 UNI/KG,37080,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Media Concha,80-100 UNI/KG,7506,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Media Concha,100 UP UNI/KG,27,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Entero,NATURAL ,169895,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Entero,CON SALSA ,20345,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Entero,NATURAL 500 g,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Entero,CON SALSA 500 g,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.263,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.236,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,Data Mussel
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Carne,100-200 UNI/KG,375090,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Carne,200-300 UNI/KG,474854,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Carne,300-500 UNI/KG,52632,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Carne,500-1000 UNI/KG,8070,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Carne,INDUSTRIAL,47210,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Entero,NATURAL ,78341,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Entero,CON SALSA ,27045,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Entero,NATURAL 500 g,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Entero,CON SALSA 500 g,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.277,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,Data Mussel
Carne,50-100 UNI/KG,110,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Carne,100-200 UNI/KG,328648,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Carne,200-300 UNI/KG,705422,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Carne,300-500 UNI/KG,125297,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Carne,500-1000 UNI/KG,30090,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Carne,INDUSTRIAL,56120,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Entero,NATURAL ,149510,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Entero,CON SALSA ,31089,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Entero,NATURAL 500 g,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Entero,CON SALSA 500 g,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.254,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.244,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,Data Mussel
Carne,50-100 UNI/KG,1440,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Carne,100-200 UNI/KG,213230,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Carne,200-300 UNI/KG,788807,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Carne,300-500 UNI/KG,192680,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Carne,500-1000 UNI/KG,48860,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Carne,INDUSTRIAL,47430,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Entero,NATURAL ,243614,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Entero,CON SALSA ,29261,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Entero,NATURAL 500 g,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Entero,CON SALSA 500 g,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.228,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.185,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2020,Data Mussel
Carne,50-100 UNI/KG,990,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Carne,100-200 UNI/KG,192810,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Carne,200-300 UNI/KG,662505,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Carne,300-500 UNI/KG,239110,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Carne,500-1000 UNI/KG,75960,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Carne,INDUSTRIAL,43580,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Entero,NATURAL,255430,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Entero,CON SALSA,77720.96,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.176,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2020,Data Mussel
Carne,50-100 UNI/KG,330,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Carne,100-200 UNI/KG,50316,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Carne,200-300 UNI/KG,301564,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Carne,300-500 UNI/KG,118457,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Carne,500-1000 UNI/KG,50040,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Carne,INDUSTRIAL,23130,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Media Concha,60-80 UNI/KG,864,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Media Concha,80-100 UNI/KG,8568,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Media Concha,100 UP UNI/KG,540,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Entero,NATURAL,283080.35,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Entero,CON SALSA,62903,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.165,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2020,Data Mussel
Carne,50-100 UNI/KG,50,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Carne,100-200 UNI/KG,1330,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Carne,200-300 UNI/KG,1190,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Carne,300-500 UNI/KG,31820,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Carne,500-1000 UNI/KG,27450,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Carne,INDUSTRIAL,3110,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Entero,NATURAL,69798.9,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Entero,CON SALSA,51022.8,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.188,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.152,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2020,Data Mussel
Carne,50-100 UNI/KG,270,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,100-200 UNI/KG,100290,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,200-300 UNI/KG,303700,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,300-500 UNI/KG,133210,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,500-1000 UNI/KG,29770,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,INDUSTRIAL,31660,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,60-80 UNI/KG,864,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,NATURAL,207269.37,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,CON SALSA,83067.03,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.185,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.215,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Data Mussel
Carne,50-100 UNI/KG,820,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,100-200 UNI/KG,166130,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,200-300 UNI/KG,441530,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,300-500 UNI/KG,81230,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,500-1000 UNI/KG,23220,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,INDUSTRIAL,39150,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,40-60 UNI/KG,2358,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,60-80 UNI/KG,26991,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,80-100 UNI/KG,1080,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,NATURAL,249339.5,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,CON SALSA,53937.32,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Rendimiento Olla mmpp Propia,0,0.216,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.216,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Data Mussel
Carne,50-100 UNI/KG,3420,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,100-200 UNI/KG,515410,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,200-300 UNI/KG,505390,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,300-500 UNI/KG,50820,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,500-1000 UNI/KG,8070,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,INDUSTRIAL,77360,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,40-60 UNI/KG,8613,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,60-80 UNI/KG,42822,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,80-100 UNI/KG,63,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,NATURAL,80377,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,CON SALSA,46692,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.3,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.229,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Data Mussel
Carne,50-100 UNI/KG,1580,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,100-200 UNI/KG,462170,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,200-300 UNI/KG,596390,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,300-500 UNI/KG,70540,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,500-1000 UNI/KG,11790,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,INDUSTRIAL,51270,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,40-60 UNI/KG,3690,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,60-80 UNI/KG,10809,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,80-100 UNI/KG,972,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,NATURAL,92503,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,CON SALSA,86492,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.251,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.263,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Data Mussel
Carne,50-100 UNI/KG,1400,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,100-200 UNI/KG,726810,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,200-300 UNI/KG,729310,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,300-500 UNI/KG,64580,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,500-1000 UNI/KG,11510,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,INDUSTRIAL,53590,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,40-60 UNI/KG,378,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,60-80 UNI/KG,1188,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,80-100 UNI/KG,225,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,100 UP UNI/KG,9,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,NATURAL,245417,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,CON SALSA,69030,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.266,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.27,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Data Mussel
Carne,50-100 UNI/KG,4550,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,100-200 UNI/KG,229230,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,200-300 UNI/KG,544424.49,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,300-500 UNI/KG,399010,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,500-1000 UNI/KG,11500,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
